Company,Category/Subject,Grade/Age Group,Link,Description,Free Service Offered
Meals Plus,Online Meal Ordering & Community Catering,ALL,https://www.mealsplus.com/feeding-children-school-meals-coronavirus/,Free software to help streamline getting food to kids and/or community members.,Free software and set-up to help districts get food to kids more efficiently and reduce food waste.
Megapixels School of the Arts,Fine Arts,"K - 2nd, 3rd - 5th, 6th - 8th, High School",https://www.facebook.com/groups/artclassesforkidsonline,"Learn to draw animals and more during this FREE art challenge, which takes place in a Facebook group with videos and more! There are video tutorials for ages 5 - 18 in the beginner / intermediate skill levels.",Art Classes Online
Mehackit,"Fine Arts, Coding, STEAM",High School,https://mehackit.org/open-materials,We want to bring technology and programming closer to teachers and secondary school students.,"Our material makes it easy to teach creative projects with open source technologies such as Arduino, Processing and Sonic Pi."
MEL Science,,,https://melscience.com/vr/,Interactive science simulations for Chemistry,3 free lessons including a maker space / lab for building atoms
"Membean, Inc.","Reading, Writing",6-12,membean.com,"Membean offers guided, multimodal, personalized vocabulary instruction for grades 6-12.",We are offering free classroom pilots through September 2020 for all of your students. We’ll help you get setup quickly. Send email to quickstart@membean.com
MemoryFox,Parents and children staying connected through storytelling!,ALL,www.memoryfox.io,It's a digital campfire to tell stories around for geographically separated communities of people. Private & safe for minors!,Free during school closures!
MentalUP Educational Games,Brain Exercises and Mind Games,4-13 years old,https://mentalup.co/play,"MentalUP is one of the most popular scientific and entertaining educational games applications, developed by academicians and pedagogues. It is offering dozens of mind games with suitable difficulty levels for children. MentalUP has more than 5 million downloads, more than 75,000 comments and an average of 4.7 points in App Stores. It has games that boost memory, attention, focusing, analytical thinking, visual intelligence and a lot more to support the development of cognitive skills for children between 4-13 years old.","Try MentalUP to turn kids' screen times into quality time while schools are closed!

Get free subscription opportunities now."
MentiMeter,,,https://www.mentimeter.com/,Mentimeter is a nice graphic way to poll students and engage them remotely,Free for two weeks if you're school has been closed- no credit card needed.
Method Test Prep,,,https://www.methodtestprep.com/schools/web-based-sat-act-prep-schools/,,"We are offering free access to our program for the remainder of the school year for any district not currently using our program, but experiencing closures due to the Coronavirus."
Metropolitan Opera House,,,https://www.metopera.org/,Rebroadcasts of LIVE HD opera series,All “Nightly Met Opera Streams” will begin at 7:30pm EDT and will remain available via the homepage of metopera.org for 20 hours. The homepage link will open the performance on the Met Opera on Demand streaming service. The performance will also be viewable on all Met Opera on Demand apps.
MI Write,"Math, Reading, Writing, Science, Social Studies","3rd - 5th, 6th - 8th, High School",https://www2.measurementinc.com/MI_Write_for_free,"We understand that weeks away from school can be detrimental to the progress students have been making thus far in the year. MI Write offers teachers help during this time to keep their students on track through virtual classroom support with engaging lessons, writing assignments, and easy communication with students.","Engaging lessons, writing assignments, and easy communication with students."
Microsoft Education,,,https://educationblog.microsoft.com/en-us/2020/03/how-schools-can-ramp-up-remote-learning-programs-quickly-with-microsoft-teams/,,
Mindful Poetry Moments,,,https://www.thewell.world/mindful-music/mindful-poetry-moments,"Mindful Poetry Moments is a free program that offers a chance to pause and reflect on poetry's ability to encounter ourselves, the world, and the mystery of each other. Participating schools, individuals and organizations will be offered recordings of poets — including Brad Aaron Modlin, Aimee Nezhukumatathil, Naomi Shihab Nye, Carrie Newcomer and Gregory Orr - — reading their work from two of The On Being Project’s content offerings: the On Being with Krista Tippett radio show and podcast and/or Poetry Unbound podcast. The audio will be accompanied by mindful prompts and meaning-making questions like ""Does this poem encourage gratitude? How?” and ""What’s a line in this poem that brings a strong visual image to your mind?""",Always free.
Minecraft: Education Edition,,,https://education.minecraft.net/,"A game-based learning platform that promotes creativity, collaboration, and problem-solving in an immersive digital environment.",Always free.
Mission2Move,Physical Education,PreK- 4th grade,www.misison2move.org,Free access to movement and mindfulness for students. Evidence based program.,"Amazon Alexa Skill, Live Free Facebook Stream Classes, and prerecorded videos."
MIT Edgerton Center - Instructables page,,,https://www.instructables.com/member/EdgertonCenter/instructables/,"These lessons are great ways for kids in grades 3 -8 to be introduced to and practice 3D modeling, coding, and hand fabrication. All projects have opportunities to learn skills and customize the final product. The Edgerton Center at the Massachusetts Institute of Technology is a home for experiential learning for students of all ages. We support the MIT community, K-12 schools, and STEAM education organizations seeking to learn by doing and have fun along the way.","3D printing projects and Coding projects, involving math and other K-12 subjects"
Mobile Guardian,Mobile Device Management Software,To assist Teachers & IT Administrators with MDM for remote learning,https://www.mobileguardian.com/mobile-guardian-pro-classroom-to-cloud-remote/,"Mobile Guardian is a powerful, mobile device management (MDM) solution purpose-built for districts and schools.","Mobile Guardian is providing remote Classroom Management Tools and premium Web-Filtering free to all schools subject to enforced closures. This enables teachers to monitor what students are doing in lessons on their Chromebooks in real-time from their Mobile Guardian dashboard. They can also view how students spent their time during class. Web-filtering allows schools to secure devices that are now going home, as well as facilitate an academic environment."
